
央视频道,#genre#
Kix,http://api.mytv666.top/api/qwt.php?t=国外频道&id=Kix
ROCK超级娱乐,http://api.mytv666.top/api/qwt.php?t=国外频道&id=ROCK超级娱乐
ROCK综艺娱乐,http://api.mytv666.top/api/qwt.php?t=国外频道&id=ROCK综艺娱乐
AXN,http://api.mytv666.top/api/qwt.php?t=国外频道&id=AXN
Animax,http://api.mytv666.top/api/qwt.php?t=国外频道&id=Animax
Thrill,http://api.mytv666.top/api/qwt.php?t=国外频道&id=Thrill
ZooMoo,http://api.mytv666.top/api/qwt.php?t=国外频道&id=ZooMoo
Nickelodeon,http://api.mytv666.top/api/qwt.php?t=国外频道&id=Nickelodeon
NickJr儿童频道,http://api.mytv666.top/api/qwt.php?t=国外频道&id=NickJr儿童频道
DreamWorks,http://api.mytv666.top/api/qwt.php?t=国外频道&id=DreamWorks
动物星球,http://api.mytv666.top/api/qwt.php?t=国外频道&id=动物星球
国家地理,http://api.mytv666.top/api/qwt.php?t=国外频道&id=国家地理
探索频道,http://api.mytv666.top/api/qwt.php?t=国外频道&id=探索频道
Arirang,http://api.mytv666.top/api/qwt.php?t=国外频道&id=Arirang
KBS1,http://api.mytv666.top/api/qwt.php?t=国外频道&id=KBS1
KBS2,http://api.mytv666.top/api/qwt.php?t=国外频道&id=KBS2
KBSDrama,http://api.mytv666.top/api/qwt.php?t=国外频道&id=KBSDrama
History,http://api.mytv666.top/api/qwt.php?t=国外频道&id=History
SBS,http://api.mytv666.top/api/qwt.php?t=国外频道&id=SBS
SBSBiz,http://api.mytv666.top/api/qwt.php?t=国外频道&id=SBSBiz
JTBC,http://api.mytv666.top/api/qwt.php?t=国外频道&id=JTBC
EBS,http://api.mytv666.top/api/qwt.php?t=国外频道&id=EBS
YTN,http://api.mytv666.top/api/qwt.php?t=国外频道&id=YTN
Mnet,http://api.mytv666.top/api/qwt.php?t=国外频道&id=Mnet
OCN,http://api.mytv666.top/api/qwt.php?t=国外频道&id=OCN
InetTV,http://api.mytv666.top/api/qwt.php?t=国外频道&id=InetTV
MBC,http://api.mytv666.top/api/qwt.php?t=国外频道&id=MBC
MBN,http://api.mytv666.top/api/qwt.php?t=国外频道&id=MBN
Tooniverse,http://api.mytv666.top/api/qwt.php?t=国外频道&id=Tooniverse
SPOTV,http://api.mytv666.top/api/qwt.php?t=国外频道&id=SPOTV
JTBCGOLF,http://api.mytv666.top/api/qwt.php?t=国外频道&id=JTBCGOLF
