新聞台,#genre#
國家地理台灣,http://220.134.196.147:9569/index.m3u8
國家地理台灣,http://220.134.196.147:9569/playlist.m3u8
國家地理台灣,http://220.134.196.147:9569/http/59.120.8.187:8081/hls/68/810/ch30.m3u8
國家地理台灣,http://218.32.47.179:18509/.m3u8
國家地理台灣,http://218.32.47.179:18509/http/192.168.1.9:8081/hls/61/803/ch01.m3u8
國家地理台灣,http://220.134.196.147:9569/http/116.50.42.19:8081/hls/61/803/ch01.m3u8?token=7375646f0018ec77aceebbf3924e73d31e06ebef
國家地理野生,https://sc.id-tv.kz/NatGeoWildHD_34_35.m3u8
Pet Club TV,http://www.336699.live:1935/blocksix/4gtv-live110.stream/chunklist.m3u8
影迷數位紀實台,http://www.336699.live:1935/blocksix/4gtv-live023.stream/chunklist.m3u8
探索頻道 HD,http://220.134.196.147:9568/http/116.50.42.19:8081/hls/71/813/ch44.m3u8?token=7375646f0018ec77aceebbf3924e73d31e06ebef
野生動物世界,http://tc-tct.douyucdn2.cn/dyliveflv3a/4837387rlw2Uy8Vt.flv?wsAuth=18ecc42f7592013fe6118da7ad7413ae&token=cpn-androidmpro-0-4837387-8ad81bcd9db6237ce2d0e981c4f8e9cc7a6b580446dfb8c1&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
野生動物世界,http://tc-tct.douyucdn2.cn/dyliveflv3a/4837387rlw2Uy8Vt.flv?wsAuth=6f7e4caf076b5849e054b9d10e3dd9b6&token=cpn-androidmpro-0-4837387-8ad81bcd9db6237cfa3af7a53bd965ac423deba96b443ecb&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
野生動物世界,http://tc-tct.douyucdn2.cn/dyliveflv3a/4837387rlw2Uy8Vt.flv?wsAuth=bf409ee21a05eface8ef683ed3af5304&token=cpn-androidmpro-0-4837387-8ad81bcd9db6237c33e2b95b36532300ec052fb3fde382a8&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
野生動物世界,http://tc-tct.douyucdn2.cn/dyliveflv3a/4837387rlw2Uy8Vt.flv?wsAuth=2508a784a5f5d13ac3db5195900307a4&token=cpn-androidmpro-0-4837387-8ad81bcd9db6237c6e7d241ca25c34a63908af24f643f720&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
野生動物世界,http://tc-tct.douyucdn2.cn/dyliveflv3a/4837387rlw2Uy8Vt.flv?wsAuth=0b4ed9b162a1abebabc424c2c8363445&token=cpn-androidmpro-0-4837387-8ad81bcd9db6237ceae3cf3aa8a2bef2ebaed5e0f6e6c25e&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play4
成都大熊貓繁育研究基地,https://gcwbcdtxy.liveplay.myqcloud.com/gcwbcd/cdrmipanda_1/index.m3u8
鬥魚紀錄片,http://epg.112114.xyz/douyu/3485629
上海紀實人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
上海紀實人文,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jspd/1300000/mnf.m3u8
上海紀實人文,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jspdhd/4000000/mnf.m3u8
上海紀實人文,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8
上海紀實人文,http://39.134.115.221:8080/PLTV/88888910/224/3221225654/index.m3u8
上海紀實人文,http://39.134.115.221:8080/PLTV/88888910/224/3221225655/index.m3u8
上海紀實人文,http://39.135.138.59:18890/PLTV/88888910/224/3221225654/index.m3u8
上海紀實人文,http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8
上海紀實人文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225609/index.m3u8?fmt=ts2hls
上海紀實人文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225654/index.m3u8
上海紀實人文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225655/index.m3u8
北京紀實科教,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dajs8m/8000000/mnf.m3u8
北京紀實科教,http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8
北京紀實科教,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
北京紀實科教,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225675/index.m3u8
北京紀實科教,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225676/index.m3u8
全紀實,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
全紀實,http://183.207.255.190/live/program/live/qjshd/4000000/mnf.m3u8
快樂垂釣,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/klcd8m/8000000/mnf.m3u8
快樂垂釣,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225780/index.m3u8?fmt=ts2hls
金鷹紀實,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jyjs8m/8000000/mnf.m3u8
金鷹紀實,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225595/index.m3u8?fmt=ts2hls
茶頻道,http://fxhack.f3322.org:8000/udp/239.77.0.15:5146
茶頻道,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225781/index.m3u8?fmt=ts2hls
茶頻道,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8
陶瓷頻道,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/taocihd/8000000/mnf.m3u8
In WILD,https://inwild-samsungau.amagi.tv/playlist.m3u8
NASA TV,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_700.m3u8
Nature,http://185.57.68.33:8091/232/tracks-v1a1/index.m3u8
NatureRelax4K,https://ytm2.yuanhsing.cf/NatureRelax4K.m3u8
RailCowGirl,https://ytm2.yuanhsing.cf/RailCowGirl.m3u8
RailWay,https://ytm2.yuanhsing.cf/RailWay.m3u8
ULTRA NATURE TV 4K,http://185.236.229.31:9981/play/a01d
VTC13 4K,http://vcdn1.vtc.gov.vn:1935/m_4k/smil:4k.smil/playlist.m3u8?%243840x2160




##體育##
緯來體育,rtmp://59.124.75.138/sat/tv721
緯來體育,http://123.51.230.108:18509/http/192.168.1.9:8081/hls/67/809/12_2440494.m3u8
緯來體育,http://220.134.196.147:9563/http/59.120.8.187:8081/hls/67/809/ch28.m3u8
緯來體育,http://123.51.229.65:18509/.m3u8
緯來體育,http://123.51.230.108:18509/.m3u8
愛爾達體育1台,rtmp://59.124.75.138/sat/md051
愛爾達體育1台,https://elta.irtblztjwzxz000041.xyz/elta/download/11/index.m3u8
愛爾達體育2台,rtmp://59.124.75.138/sat/md021
愛爾達體育2台,rtmp://219.80.97.77/sat/md041
愛爾達體育2台,https://elta.irtblztjwzxz000041.xyz/elta/download/22/index.m3u8
愛爾達娛樂台,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
博斯網球,rtmp://59.124.75.138/sat/md011
博斯運動1,http://220.134.196.147:9564/http/59.120.8.187:8066/hls/210/10018/cstv18.m3u8
博斯運動1,http://220.134.196.147:9564/http/116.50.42.18:8066/hls/210/10018/cstv18.m3u8?token=7375646f37d6b4749c6736c4160c9b3011e5cfda
博斯運動2,http://220.134.196.147:9565/http/59.120.8.187:8081/hls/61/803/ch04.m3u8
ELEVEN體育1台,rtmp://59.124.75.138/sat/tv731
ELEVEN體育1台,http://61.221.81.93:8078/hls/25/80/esport.m3u8
ELEVEN體育1台,http://220.134.196.147:9566/http/59.120.8.187:8078/hls/25/80/esport.m3u8
ELEVEN體育1台,http://220.134.196.147:9566/index.m3u8
ELEVEN體育2台,rtmp://59.124.75.138/sat/tv741
ELEVEN體育2台,http://61.221.81.93:8078/hls/26/80/esport2.m3u8
ELEVEN體育2台,http://220.134.196.147:9567/http/59.120.8.187:8078/hls/26/80/esport2.m3u8
ELEVEN體育2台,http://61.221.81.93:8078/hls/26/80/esport2.m3u8
NBA動態,https://modfree-hamivideo.cdn.hinet.net/out/u/live/gop4/cht/hamitv-event038/hls-ae-tv/index.m3u8
TraceSports,http://www.336699.live:1935/blockfour/4gtv-4gtv077.stream/playlist.m3u8
智林體育台,http://www.336699.live:1935/blockfour/4gtv-4gtv101.stream/playlist.m3u8
日-J Sports 1[Not 24/7],http://redlabmcdn.s.llnwi.net/nv02/bs15hd/index.m3u8
日-J Sports 2[Not 24/7],http://redlabmcdn.s.llnwi.net/nv02/bs11hd/index.m3u8
日-J Sports 3[Not 24/7],http://redlabmcdn.s.llnwi.net/nv02/bs12hd/index.m3u8




##幼幼&動漫##
東森幼幼,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156403&extension=ts&play_token=UEKTIim7lP
東森幼幼歌曲,http://2023.stream-link.org/playlist/ebc_yoyo.flv
i-Fun動漫台,http://www.336699.live:1935/blockfour/litv-ftv15.stream/playlist.m3u8
經典卡通台,http://www.336699.live:1935/blocksix/4gtv-live022.stream/chunklist.m3u8
精選動漫台,http://www.336699.live:1935/blocksix/4gtv-live024.stream/chunklist.m3u8
靖天卡通,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
小豬佩奇,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV64.m3u8
小豬珮奇,https://ytm2.yuanhsing.cf/PeppaPig.m3u8
小豬佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
東森幼幼歌曲輪播,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8
親子動畫01,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV65.m3u8
親子動畫02,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV66.m3u8
親子動畫-DAVE&AVA(英),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV67.m3u8
英文兒歌動畫,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV68.m3u8
GOOD卡通,http://live.streamingfast.net/osmflivech45.m3u8
GOOD卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
卡通輪播1,http://118.26.120.36:55336/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key=0b292c335e5837e94f25985f7c35b1efe
卡通輪播2,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1
動漫輪播-二次猿動畫,http://tc-tct.douyucdn2.cn/dyliveflv1a/206858rtesHKjl.flv?wsAuth=9eaefce6cc13570baaeff857204a4d5c&token=cpn-androidmpro-0-206858-355488b41ed19088c77925a51949944b3aeedf4a96fd30f8&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
動漫輪播-動漫,http://tc-tct.douyucdn2.cn/dyliveflv1a/206858rtesHKjl.flv?wsAuth=874ec8068853bd13e2fa21a68f258440&token=cpn-androidmpro-0-206858-355488b41ed19088616f37e791a58fcf3679923943a09438&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
動漫輪播-動漫直播間,http://epg.112114.xyz/douyu/1487654
動漫輪播-草帽丶海賊團的直播間,http://epg.112114.xyz/douyu/997925
動漫輪播-動漫推薦官方直播間,http://epg.112114.xyz/douyu/5187099
動漫輪播-動漫輪播,http://epg.112114.xyz/douyu/206858
動畫輪播-動畫輪播,http://epg.112114.xyz/douyu/426517
動漫輪播-喜仔的動畫世界,http://epg.112114.xyz/huya/20036751
動漫輪播-淼漫迷,http://epg.112114.xyz/douyu/9455567
動漫輪播-童年動漫點播,http://epg.112114.xyz/douyu/7256376
動漫輪播-童年經典,http://118.26.120.23:55336/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
動漫輪播-童年經典,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
動漫輪播-超燃懷舊經典,http://epg.112114.xyz/douyu/1174353
動漫輪播-搞笑、校園、奇幻、后宮,http://epg.112114.xyz/douyu/9429545
動漫輪播-搞笑籃球動漫,http://epg.112114.xyz/douyu/9401305
動漫輪播-魯過一世的直播間,http://epg.112114.xyz/douyu/9716515
動漫輪播-懷舊動畫,http://118.26.120.36:55336/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
動漫輪播-懷舊動畫,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
愛奇藝小豬佩奇,http://111.48.50.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
愛奇藝小豬佩奇,http://118.26.120.23:55336/tslive/c53_lb_78_600_t10/c53_lb_78_600_t10.m3u8?key=0b292c335e5837e94a815c2c45ffe0057
愛奇藝小豬佩奇,http://118.26.120.33:55336/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
愛奇藝小豬佩奇,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8?key=08b3f8f3a31f12001f96a0f53163b0596
愛奇藝小豬佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8?key
愛奇藝貝瓦兒歌,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c56_lb_188_600_t10/c56_lb_188_600_t10.m3u8?key
愛奇藝貝瓦兒歌,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_188_600_t10/c56_lb_188_600_t10.m3u8?key
愛奇藝兒童樂園,http://118.26.120.23:55336/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
愛奇藝兒童樂園,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key
愛奇藝兒童樂園,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
愛奇藝兒歌大全,http://118.26.120.23:55336/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a
愛奇藝兒歌大全,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key
愛奇藝兔小貝,http://118.26.120.33:55336/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8
愛奇藝兔小貝,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
愛奇藝兔小貝,http://baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
愛奇藝兔小貝,http://bdcdncmn3.inter.71edge.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
愛奇藝兔小貝,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
愛奇藝兔小貝,http://ib302.zjcdn.com/baiducdncmn3.inter.iqiyi.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
愛奇藝兔小貝,http://lvbaiducdncmn.inter.ptqy.gitv.tv/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
愛奇藝兔小貝,http://118.26.120.22:55336/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b
愛奇藝玩具,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key
愛奇藝玩具,http://baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8
愛奇藝玩具,http://baiducdncmn3.inter.iqiyi.com/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8
愛奇藝英文歌,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c55_lb_128_600_t10/c55_lb_128_600_t10.m3u8?key
愛奇藝英文歌,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_128_600_t10/c55_lb_128_600_t10.m3u8?key
愛奇藝倒楣熊,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key
愛奇藝倒楣熊,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key
愛奇藝奧特曼,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key
愛奇藝親子,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key
愛奇藝親子,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key
愛奇藝鎧甲勇士,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c53_lb_82_720P_t10/c53_lb_82_720P_t10.m3u8?key
愛奇藝鎧甲勇士,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c53_lb_82_720P_t10/c53_lb_82_720P_t10.m3u8?key
愛奇藝寶寶巴士,http://118.26.120.35:55336/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key=0b292c335e5837e947f9409c59228f3e6
愛奇藝寶寶巴士,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key
愛奇藝寶寶巴士,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key=08b3f8f3a31f12001f96a0f53163b0596
愛奇藝寶寶巴士,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key
愛奇藝寶寶課堂,http://118.26.120.23:55336/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3
愛奇藝寶寶課堂,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key
愛奇藝寶寶課堂,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key
愛奇藝寶寶課堂,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3
SiTV動漫秀場,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV動漫秀場,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dmxchd/4000000/mnf.m3u8
山東少兒,http://119.164.216.162:9901/tsfile/live/1006_1.m3u8
卡酷少兒,http://111.59.189.40:8445/tsfile/live/1015_1.m3u8
卡酷少兒,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/kkkt/1300000/mnf.m3u8
卡酷少兒,http://39.135.138.60:18890/PLTV/88888888/224/3221225677/index.m3u8
卡酷少兒,http://39.135.138.60:18890/PLTV/88888910/224/3221225677/index.m3u8
卡酷少兒,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225677/index.m3u8
卡酷動畫,http://117.169.124.149:8080/live/kakukaton/index.m3u8
江西少兒,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
江西少兒家庭,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls
金鷹卡通,http://111.59.189.40:8445/tsfile/live/1016_1.m3u8
金鷹卡通,http://117.169.124.149:8080/live/jinyingkaton/index.m3u8
金鷹卡通,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jykt/1300000/mnf.m3u8
金鷹卡通,http://223.151.51.27:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
金鷹卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
金鷹卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225721/index.m3u8
金鷹卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226246/index.m3u8?fmt=ts2hls
南京少兒,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8?zjiangsd
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
哈哈炫動,http://117.169.121.162:6610/PLTV/88888910/224/3221225720/index.m3u8
哈哈炫動,http://117.169.124.149:8080/live/xuandongkaton/index.m3u8
哈哈炫動,http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8
哈哈炫動,http://210.210.155.35/qwr9ew/s/s50/index.m3u8
哈哈炫動,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/hhxdhd/4000000/mnf.m3u8
哈哈炫動,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/xdkt/1300000/mnf.m3u8
哈哈炫動,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
哈哈炫動,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
哈哈炫動,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225720/index.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
黑莓動畫,http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8
黑莓動畫,http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8
黑莓動畫,http://39.135.138.59:18890/PLTV/88888910/224/3221225672/index.m3u8
黑莓動畫,http://39.137.49.76:8080/PLTV/88888888/224/3221225672/index.m3u8
黑莓動畫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225672/index.m3u8
黑莓動畫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225672/index.m3u8
嘉佳卡通,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jjkt/1300000/mnf.m3u8
嘉佳卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221226193/index.m3u8
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8
嘉佳卡通,http://xjayrf.eatuo.com:9901/tsfile/live/1045_1.m3u8
優漫卡通,http://117.169.124.149:8080/live/youmankaton/index.m3u8
優漫卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221225665/index.m3u8
優漫卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225665/index.m3u8
優漫卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225665/index.m3u8
七龍珠改,https://epg.112114.xyz/huya/11601966
小時候玩不起的超帥玩具,https://epg.112114.xyz/huya/26355832
中二日記搞笑日常,http://epg.112114.xyz/douyu/9505575
茶啊二中,http://txdirect.flv.huya.com/huyalive/28596569-28596569-122821328632807424-2633424538-10057-A-0-1.flv?wsSecret=165bd67af60009b2bb4bb39f35062005&wsTime=610fc9ca&uid=0&seqid=16283382322856384&ctype=tars_mobile&ver=1&t=103
茶啊二中,https://epg.112114.xyz/huya/11213191
中華小當家,https://epg.112114.xyz/huya/11342413
反轉星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
犬夜叉,http://epg.112114.xyz/douyu/7422897
名偵探柯南,http://118.26.120.23:55336/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
名偵探柯南,http://epg.112114.xyz/douyu/1783144
名偵探柯南,http://epg.112114.xyz/douyu/5377297
名偵探柯南,http://epg.112114.xyz/douyu/6484910
名偵探柯南,http://epg.112114.xyz/douyu/7050342
名偵探柯南,http://epg.112114.xyz/douyu/7620081
名偵探柯南,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
成龍歷險記,https://epg.112114.xyz/huya/11352946
玩具樂園,http://118.26.120.37:55336/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
玩具樂園,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
咱們裸熊,https://cn-jssz-cm-02-14.bilivideo.com/live-bvc/558202/live_291328603_1317883.m3u8?expires=1663298888&len=0&oi=3746152441&pt=h5&qn=10000&trid=1003596c5633fef340e9a11d89e73d7f3c29&sigparams=cdn,expires,len,oi,pt,qn,trid&cdn=cn-gotcha01&sign=e5fdf189545416a73db332af422a972f&sk=f7c33dae8ce5b5022492473632f301bc&p2p_type=0&src=57345&sl=1&free_type=0&sid=cn-jssz-cm-02-14&chash=0&score=6&pp=rtmp&source=one&site=507203ff0a5fb6e5d48e1ce2be17f372&order=1
哆啦A夢,http://epg.112114.xyz/douyu/9445279
哆啦A夢,https://epg.112114.xyz/huya/11601963
幽游白書日語中字,http://epg.112114.xyz/douyu/9938431
英文兒歌,http://118.26.120.23:55336/tslive/c55_lb_128_600_t10/c55_lb_128_600_t10.m3u8?key=0b292c335e5837e94dd521635e537be73
倒楣熊,http://118.26.120.37:55336/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
倒楣熊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
倒楣熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
海綿與大星直播間,http://epg.112114.xyz/douyu/2250349
海綿寶寶,http://epg.112114.xyz/douyu/1569773
海綿寶寶,http://epg.112114.xyz/douyu/7528160
海綿寶寶,http://epg.112114.xyz/douyu/8762358
海綿寶寶,https://epg.112114.xyz/huya/11352919
南西視頻-航海王,https://epg.112114.xyz/huya/16913382
是腦洞君君君,http://epg.112114.xyz/douyu/9360149
假面騎士,http://epg.112114.xyz/douyu/1218414
動物世界,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/71d7dce230b74c1b9e35b41e837ffc5f/1200.m3u8
