動畫,#genre#
經典電影臺[geo-blocked],https://epg.pw/stream/797823e7dac3214a79ae7353ee1eddc47a7e59f57fbeb1fe73b534b967b57736.ctv
美亞電影臺[geo-blocked],https://epg.pw/stream/a3bc84227079241a67196b79f3d90384036fe9fe731c31c17ec59c278e1aeeb5.m3u8
美亞電影臺[geo-blocked],https://epg.pw/stream/cafcb0326b0899c2be41e470db528a64e5ddbbd1e4c3a9898bd99b78b22f93ce.m3u8
衛視電影[geo-blocked],https://epg.pw/stream/c7a868db7575a6cb495f0019bd083d5718523977721ef3f5e51afcf9ef1761b8.ctv
衛視電影,https://epg.pw/stream/6e26e8624fc88bf19a4a8296c86d384e938cd036dd5d0cfc8b6a34f4b3c1c22d.ctv
衛視電影,https://epg.pw/stream/c3bcaae8c52e59f7695c18103f4df9c991f9ce111d1b63e920c9c132fa47a658.m3u8
龍祥電影[geo-blocked],https://epg.pw/stream/e44eefe23c84c79618bb59610d839776084e49cd79829ae0329c42f33dd17b65.m3u8
龍祥電影[geo-blocked],https://epg.pw/stream/661fb95b7b74b545c0bd55840934d1c493159deff14bdc9f8e5a48b24d11af4e.m3u8
龍祥電影[geo-blocked],https://epg.pw/stream/60c987193253ac531afc5968f46cdf46c92a9e18c90f801a731ecfa165467400.m3u8
龍祥電影[geo-blocked],https://epg.pw/stream/c956ea506ad1b006a30fe901848a6574e50d046e143fe9a1d1581eeba44e8b07.m3u8
龍祥電影,https://epg.pw/stream/87b41bfad6d8b14ba0f021aaec84d989973fe0e185efbced35e814e0053572ce.m3u8
龍祥電影[geo-blocked],https://epg.pw/stream/f7e531f0098132d927c6d8d2d48e72b749931157b4783af9683c23f66b85ebd8.m3u8
龍祥電影[geo-blocked],https://epg.pw/stream/b7ef686d91b8746f89114de71163b0a358eaefda7bfe469a286d9b0adefe6b18.m3u8
龍祥電影,https://epg.pw/stream/c40088c8c97f4675d4a94e4bfb291761faaa7acb68e0a0cfc0814b8e5ece4b91.m3u8
龍華偶像[geo-blocked],https://epg.pw/stream/871914d4450c9e93802199f9f30e278a8ed85b5bbe10c5568a73836e91b0ad90.m3u8
龍華偶像[geo-blocked],https://epg.pw/stream/5bb17423af2bdf0fe201b9c7f86ec1b92081c92a8df002f3c957286e9844e49a.m3u8
龍華戲劇,https://epg.pw/stream/2ff9849a3c685383c3a87c62800d9d843dc077f1a12cf0f80b865e6b0dca8de9.m3u8
龍華戲劇[geo-blocked],https://epg.pw/stream/0176fa25b49416358e49dff9aa8e5dd0b57934fc38d58e5af1b9fa2210817fe5.m3u8
龍華戲劇[geo-blocked],https://epg.pw/stream/1ed42eebce055fad15cf86491f319c4e0a868a89ca653c80345bbc1e7ec9b28a.m3u8
龍華戲劇[geo-blocked],https://epg.pw/stream/0489bf0a8dd41a9ffea1445d43b6447c1806cb81f6252cb6f532b520dd485c7f.m3u8
龍華戲劇[geo-blocked],https://epg.pw/stream/7c89e7f65e339f593cb5f7f59ebae8ab1bd5308429739929c7543a11b69c69a8.m3u8
龍華戲劇[geo-blocked],https://epg.pw/stream/80be65e1ccecaa3280b4ceed6609057f9583eed563f532729c2921573b8c8e86.m3u8
龍華戲劇,https://epg.pw/stream/8a14a597c8eceea164fb86806f458d63e2e58d194d226b77c200d63884dcdfcd.m3u8
龍華洋片[geo-blocked],https://epg.pw/stream/0771f45de7853c642306ae5eec3390a095aff0e3f5e493e97e0cb5e3787aec8a.m3u8
龍華洋片[geo-blocked],https://epg.pw/stream/dd9166bcb85fd0871fbc708b6374d1b63ade92c9f19b2723207836cde3d05331.m3u8
龍華洋片[geo-blocked],https://epg.pw/stream/983176d04dfe921eadca02d6295ab0cf0e8c49e004c68f58b60935721e38154c.m3u8
音樂,#genre#
CHANNEL [V][geo-blocked],https://epg.pw/stream/d0baa0dda2cd5ee423b6b52c44d01f547e3a2fe439aa60311d25f3c06bc9b840.m3u8
CHANNEL [V],https://epg.pw/stream/ab75593f8fb6bc47d08d87fa7a1388146c94a26c5cc6c701672d47d24edb6f6f.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/62ba75a425c5ec5bc2c9d0d523ddb3bf00d8881a88728ed125c8aac50cbcdf94.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/ae03042a8d1fbcbbb9a6c4640ddb8db84b3fc932178deff65705b95e277486c9.ctv
CHANNEL [V][geo-blocked],https://epg.pw/stream/7f9cdca31558668d6868974faaee0657330ba8beaee6a08eaefef494a73e3918.ctv
QQ3群:814716237
CHANNEL [V],https://epg.pw/stream/7a9b554ebf9835f1b685999b3c437f39e8c279e8bcb2d1a6d83452466cc31d7e.ctv
CHANNEL [V][geo-blocked],https://epg.pw/stream/37ede051ecae222b720489e2dd11ac65ea0e1cc3a09c4c9eacc1ebe5c90b77d6.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/3665b280e597024049531d3b708f24bafbcd0dddbb715d90c1d40eb9be03b8fc.m3u8
CHANNEL [V],https://epg.pw/stream/50343c89ae27261bee7be7afb9e0eb9ab4d044238b3f188f435aad47d990e01c.m3u8
CHANNEL [V],https://epg.pw/stream/86e1e782314cb0e8816f95ec5052fb47e7f94e387dfcaa6ed7422089dea34683.ctv
CHANNEL [V],https://epg.pw/stream/755cb0cd20e7a6353429a23254fa0db03983b74d04e0cbd44e0960ef1c65bb28.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/1aa139fcdaed989b0c32ea43275f04c6eef7a6ca3381f81ec6df552c84549336.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/04947b86c5cf8acb49117e884692adca2c1fe6b9243bf0d0f6d922cb111c307d.m3u8
CHANNEL [V],https://epg.pw/stream/c35867ad8986980800d0c39508bed824b75cdbd047877f46c8c3631a46fdb594.ctv
CHANNEL [V][geo-blocked],https://epg.pw/stream/86c7d32fc8ea3074676a9ca89bee8102d36733bd3f3ed5cd58abb8fb9b7e1f6e.m3u8
CHANNEL [V],https://epg.pw/stream/4b949ef91e29b5068da4d5bd97fd1328f4a6e3ae0966cab16f79071a0f5f675e.ctv
CHANNEL [V][geo-blocked],https://epg.pw/stream/610bb25ee768ac24dadc5be67cd849c3d87a96ea65f4403761cf63fe896fa6af.m3u8
CHANNEL [V],https://epg.pw/stream/f6f4aa9f05b593942366428974bd769f83261c30467bb31b329ef2b5e1dd4f03.ctv
CHANNEL [V],https://epg.pw/stream/0460f47a2a99a1199dd2877187127948100f0a2ba2cf4162ca567b01cff48924.m3u8
CHANNEL [V],https://epg.pw/stream/7afdb6177e98ab11caa78eafcfe998fc146daa1d4e50b999ed35c3ae5c593a4a.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/f89ab4661211d2fbcda2e6d1d47936ecf9223cd7fb489b138e023ca267565fbb.m3u8
CHANNEL [V],https://epg.pw/stream/b179b44cf214307c4dde0aa9ac31a24c000363a756bdaac4bb3c9d1c35c25089.ctv
CHANNEL [V],https://epg.pw/stream/c75c147f4799dcc597162da149d43ef0fa146b597ce7ca1ded95695f86d69706.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/e62d3f172f5995862f2925daa6035042627d6fa0bd8b97f94ea5a3ee571c7886.m3u8
CHANNEL [V],https://epg.pw/stream/ef011a8db137a8376dbe2362186160db6006c649800e7364363de401e0622d7e.ctv
CHANNEL [V][geo-blocked],https://epg.pw/stream/d63b99a698ffe6b5b44948b8fd49b51a431636a9a4bda8da90b78badccf354b9.m3u8
CHANNEL [V],https://epg.pw/stream/782d6f37e831c54e5d471d3affce1849a6bc095aec2f15908cd0fa0efb568bb1.m3u8
CHANNEL [V],https://epg.pw/stream/b4f6701cd3f013fe26d2ad50f735a528d0857b573bd83bad7331354f47b17f8c.ctv
CHANNEL [V],https://epg.pw/stream/7af6a7e7110ac7e5d7b33336780c003715620e457dc933a8c5bc7c3459d5d05f.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/c0f6036dff68c14c09213fba556dcc6653471f57e70cbe855a3c8bb023b46649.m3u8
CHANNEL [V],https://epg.pw/stream/47bfeef0984e9e067a7ea2724ecde4f81b5a6dfae797c3fa2853f655f80ee9b7.m3u8
CHANNEL [V],https://epg.pw/stream/08689ea31be4426311a09e5c505ccddb745adfd3c51a0eda8808db08091a5a73.ctv
CHANNEL [V],https://epg.pw/stream/44a063ee2f530308efaea9a14aa7cf1225f0068171d467616854648fe0be981a.m3u8
CHANNEL [V],https://epg.pw/stream/8b47b51116b48dd6476a383007888a34ce823bcafe9b337af24369ebec4b8be9.ctv
CHANNEL [V][geo-blocked],https://epg.pw/stream/b69220da2da0299a53f5d4c7cca7ba91ae6eac3a664053466047789868f4f389.m3u8
CHANNEL [V],https://epg.pw/stream/1608fc6e8a8a379bba383042f14ed2b4e3161e7f6e0d903c41bdbbed99f45356.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/3b185a98bedcbd904ac84ea2348bd1c39699f34714fbbb6d23932485352c4a1c.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/d2251bde8a22b5d0831266db3dcc2955919e8e07d62d9bdb40b98a36ec1e8b83.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/70a5d9d7b071c85cc411d50831b8ef8977b4311274d20ec2a7ed37468b78ae13.m3u8
CHANNEL [V],https://epg.pw/stream/77a1cf754ce61c82ec38ddd75bf2ff2e769aeb3ef6d1ecea0a629d86d5256a60.m3u8
CHANNEL [V],https://epg.pw/stream/ffb36abc4cc1e5cb8b974fdfe4246e09c08dc70df13445401ad4f3a5193d1a64.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/98a4aff08a6956c953fa6ee940e69b86445d794471e90aaf6a0e742e9db10787.m3u8
CHANNEL [V],https://epg.pw/stream/8624f1e8d3828586a84f0b2e26d802930b1eda5e18390d2dc68cf810029b6dfc.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/b6f2978f6a139ea10c0dd68e81d9db2aae53d0c7065c5e49ee724b30524fe6a7.m3u8
CHANNEL [V],https://epg.pw/stream/992b132f0bf6e255996533b01f148a0ab9f305bea6df265975724ba6c93e6f34.ctv
CHANNEL [V],https://epg.pw/stream/f6cc265aeb1312165848ad75bec0df137cbe1532dbda72ac01b3a4ba7021f887.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/fe5c3ae108c9c90f2fdecfd08ee9247d1bfac830f0c666b74cbb46f94731f47d.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/bf49cd7c0c43451ff59df30a79795a2b638927e23a23fcb16f0a8409a3f0eadc.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/15f1566aa5e2ba4f1758078c910828162945e450d4eed37e72ffbee014a629d7.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/1f362cdfff7740ca56c53cf2d6fc73c943ebbe2bf9c6965d7f75601e1c9ff42d.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/2289c329b865767144bc53884d7680a76fab4c52f4bc4a9c1c3212cbf47fa084.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/ae80f32ead510b7c517b7bcbc0917c2eec4b77f988b3c96da5b3a233ab55f457.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/78eec21179f41e9909505b5616c084565d16051cee1c4399d9e6e159344d79c5.m3u8
CHANNEL [V],https://epg.pw/stream/1e81f32a5df617ae9803a1e15a1bb40bbdab40daae284899d8c980263f1c139a.m3u8
CHANNEL [V],https://epg.pw/stream/6ea8629f14d870207d5d462a31135054b7e0a6a20f6d65b18f0ae6a8ddbe0de9.ctv
CHANNEL [V],https://epg.pw/stream/6cd7d2cbe270f753092897818b183fc86884e3614e4f9c674928f40e6b09b64f.m3u8
CHANNEL [V],https://epg.pw/stream/a6c95c8c204f94ec842b861ef547b0aa6a60f70acb405a52ca78355efb2c855f.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/d0fc552e93780d068a75c228963214848e8c9dd23fa205790d1c37c837242038.m3u8
CHANNEL [V],https://epg.pw/stream/18955668614fdfbe64211a9bb9d914ff4c889c845749b387538d18757759956a.ctv
CHANNEL [V],https://epg.pw/stream/a7010c714fde7639eaaac903fdd7fe26e5456f64452702bd068de1b8d97c162e.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/47da05506810b7980587a0187c82d2a6d6444fc7ddcee4f01f5fd15deaea80a7.m3u8
CHANNEL [V],https://epg.pw/stream/1856d3114cb0a8db2177c856ba0eb5cff0ff1ad2d6623cf1e645428375b5016c.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/55bc0d13c25124b53001c02b436068f70c3cc9bd4bdc16bf0e97c40fb4088596.m3u8
CHANNEL [V],https://epg.pw/stream/fbdb8ee9feed0a7ad3eebc41f0acfc7491ebbf28ac6b7a17e723a9329578c1b8.ctv
CHANNEL [V][geo-blocked],https://epg.pw/stream/7e369887135da2579b8b6a2a2adbd0912eaf025f58a7902b24663f5eb001ed93.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/de14f486a1dce5e3b25002f2d1d564f0846d6a1346602df42de290d147bddafd.m3u8
CHANNEL [V][geo-blocked],https://epg.pw/stream/cb531d4f02ec63c32dcb1dde7ed7c75e4374c5e50961e4e68cb4961b12cbbef4.ctv
新聞,#genre#
Next TV,https://epg.pw/stream/0360ba988010285d086175e47d7675ab10760409015b6f493eec75c82efb2e8d.ctv
Next TV,https://epg.pw/stream/edc7ff79f0d1288ff9cceb94e6b47ec258913f70112294631e5a53ed950a94be.ctv
Next TV[geo-blocked],https://epg.pw/stream/cd9781c37b3acc9f39d73580a573ae21f82e24663855a2b3df1f197aa088d0ca.m3u8
Next TV[geo-blocked],https://epg.pw/stream/16b293dcc2b927036fbcd942df63184e97ebb50392ee2741365dca2e0322fe02.m3u8
Taiwan Plus[geo-blocked],https://epg.pw/stream/b402d37ae36f8c0b31e34faed7bcaecd1a0211e7cfddd2040b5c260c55ec1753.m3u8
Taiwan Plus[geo-blocked],https://epg.pw/stream/8928d9ddf2240989e442f2a616ea30e67260b53c24436313731c7a84980d722b.m3u8
三立INEWS FHD[geo-blocked],https://epg.pw/stream/7a41435811fb31d1539dfabe2c714e31882f90e4faadc92f99efc972912f4d01.m3u8
三立INEWS FHD[geo-blocked],https://epg.pw/stream/994344da75459f8d4ecf95f502953fe6c28db68c8c218f5b438c0efbb178b3fa.m3u8
三立INEWS FHD[geo-blocked],https://epg.pw/stream/db74d8b3168bb74734f0ffd430a28d9ec5414cb74aa3e39193101c50ab1405b1.m3u8
三立INEWS HD,https://epg.pw/stream/9c60bb96511f279031fe8467e290424f51edc192ce4a5af261ba85eafeea705f.m3u8
三立國際,https://epg.pw/stream/420676718d7df3feffc9d81f9fa4f1619daaf77682cc543048cdc08c9a3cc4c7.ctv
三立新聞[geo-blocked],https://epg.pw/stream/b9417fe624b393f25184fb639d7b22a62fc18a618b2472573956390b5ade0309.ctv
三立新聞[geo-blocked],https://epg.pw/stream/deb22d8b8b25e28c11b5e66c0300c87827cc33eca2d62607e75cddedefbbefd6.m3u8
中天新聞[geo-blocked],https://epg.pw/stream/1d975f7a89a01ded8aa47cb0b56f8be7999ad8ee43fe744a1b77689d0836d6a3.m3u8
中天新聞[geo-blocked],https://epg.pw/stream/918ddce915a16e72f918f78020e5d27708cd46aa6e9c7da77148114d24e083d2.m3u8
中天新聞[geo-blocked],https://epg.pw/stream/3a4a87abc98e2ad39a9c75cf81ade19c7f5f240276161e2b28978bab192141e8.m3u8
中視新聞[geo-blocked],https://epg.pw/stream/a4cd658b94d116ae90a078e3ae15dc422450d775c73b152118e0e9c75cb8b215.m3u8
中視新聞[geo-blocked],https://epg.pw/stream/6f4e49565e09e56a7a13b46f9b0bf321bd977d97be616f564d76cdc5337994e3.m3u8
中視新聞[geo-blocked],https://epg.pw/stream/885279be4d7e47be26ccc8be554c8a5de7cabccf211eb3f9518499d9122a357f.m3u8
中視新聞臺[geo-blocked],https://epg.pw/stream/c6223b0655e65b028184b216a9e8b433a36147959605a52c5eec9a997306114d.m3u8
中視新聞臺[geo-blocked],https://epg.pw/stream/a0e83b400e5c066221dac18df16f9ecec2bb7d8503d31c22d8e044217971cfea.ctv
中視新聞臺[geo-blocked],https://epg.pw/stream/4868f3c2ae2971b2e2280606399ac8827b7310440a7e34de3fbc9ebfbe669b15.m3u8
中視新聞臺[geo-blocked],https://epg.pw/stream/f6773c81db38529df8f681fd8076318ce188cd3abfafc6e077b966e20ec94e8e.m3u8
大立電視臺[geo-blocked],https://epg.pw/stream/be0bb707cbeba01d2bf423fe1cca23a680053f488a7d51ff5548005f4e58d4ee.m3u8
大立電視臺[geo-blocked],https://epg.pw/stream/a531b2aa17489504b1f161abf59c7fdcc3ed5674f9bad74210fad9d1686ee17f.m3u8
寰宇新聞[geo-blocked],https://epg.pw/stream/f7dd3d33160db685bb6898b897c3f546712eebbc2b4f16ce687a412081e1f89f.m3u8
寰宇新聞[geo-blocked],https://epg.pw/stream/17a80e81db9dc857f6eea9b6d4aac577de1aab1ccdaa5c218ccc3ca160b12420.m3u8
寰宇新聞[geo-blocked],https://epg.pw/stream/2a9faaac7d3fbd49be51dd4224e05ea1a3d527006e526184b1e7c9abe61022a1.m3u8
寰宇新聞[geo-blocked],https://epg.pw/stream/ca6c7d814e93b0bcc2feb9cdcaaf958dc1b348c4f34d8c0f6203b845edf7b53b.ctv
東森新聞,https://epg.pw/stream/9787fc554f1f1386e7741a9967b3bf15740a19429fa12aa5760a266316b7f0ce.m3u8
東森新聞臺,https://epg.pw/stream/7872a236f1393aa913844a130912aa8891f4bbf96841157ed4605778bc0bc62f.m3u8
東森財經,rtmp://219.80.97.77/sat/tv571
東森財經[geo-blocked],https://epg.pw/stream/b63e2d95c2b56cb909e04f9639d8da0cef29a29061078ad5e4407af8c8b176cf.m3u8
東森財經[geo-blocked],https://epg.pw/stream/7fc6d84ee695e29ace100df51cfe0b50853a9ba2f7d6ec1fdb9ba8afe349e3a7.m3u8
東森財經[geo-blocked],https://epg.pw/stream/a5cc7b135ce45aea9765614fc38454e9ba2194a6ca47b90f3abf7f21a34dd1d0.m3u8
東森財經新聞[geo-blocked],https://epg.pw/stream/0f287f99dda1d082f0053f5b4b14181bce9bb8a9280b4eb57d8dd4f5b4bdb02b.m3u8
東森財經新聞[geo-blocked],https://epg.pw/stream/2e5f2e84cfe6e4a015f2fb412d5a16f81f8da3fe07f9789f45e4198aaaa7afda.m3u8
東森財經新聞[geo-blocked],https://epg.pw/stream/0680263a796b962a244367d64d0eb6c92e8507abfe178fbb1d7566fdb13948a6.m3u8
東森財經新聞[geo-blocked],https://epg.pw/stream/668ef6d2878d9c22ab899e62c8ad55b30b44051925cfa82bd6df42a0d01e411d.m3u8
民視新聞,https://epg.pw/stream/2df9a715f7fd9a32a0c585cf0e6f1b32aae02689a8c6a8fef978a86f0a057f53.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/af9499e8621dce513d5746b67ea00efce3098155657feee56677f6c736774b94.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/54ca3ba308de513cb001f3ab05772e7f6cd2469c8c2c3597be81645f65b02bb6.m3u8
民視新聞,https://epg.pw/stream/8d03a56b3e4a967c809e4dccaaff6847ed1e426f84fee1b27fd9cc0580ee06ad.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/7aa1e84d805ee234a5d1377c12e1881484752d6c9beb6d93d50c09394b5ff600.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/4aeb0598c6e755dca3b3c4045e1e42b3ad457d83f2c23813af9630012e892d41.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/61883d47c4d9f384cdcc43281f92625ef00a051ee094d239245dd24068a0076d.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/f0287a198905289c3ceffe1a87ef3544e8f5ca2501154f53caf347cc9ad8787c.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/9a64005fe4f7c1e93594f562d84b7133fd15783d4415d3f1b29f422b7bfbf422.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/5cb722044b99edb4b4cf865aa17887699094c99a989e55a18d056965baaf6113.m3u8
民視新聞[geo-blocked],https://epg.pw/stream/bb479f93cc816c80741276715e020c6884e3c73669ffc8356062bc3186401a50.m3u8
民視新聞,https://epg.pw/stream/b22b0f6e304cfcf0227bfdc223dfb139c07b0368fe14df32291fc0413b5ec04a.m3u8
民視新聞 HD,https://epg.pw/stream/ccbb035f029448481e69a75af38f0031243951d7d8dd3af18c007cb3a989f551.m3u8
民視新聞 HD[geo-blocked],https://epg.pw/stream/baafe5a3235e0e97c37e17d405ffa3ad861a00b98244d56cabea72b1fa72bfb3.m3u8
民視新聞 HD,https://epg.pw/stream/184d047835cb21a3f29808aeb2ed34dd45a70dea809c093d38915a452ba05a96.m3u8
民視新聞 HD[geo-blocked],https://epg.pw/stream/fffc65ee79fac525ac35afbf7fe6c73725a14866d536f99fc3f1cdd8552ffb74.m3u8
臺視新聞[geo-blocked],https://epg.pw/stream/55c57a20361e20ff5d265ebfda80a1dd31e19f82d23a99b641c4bb2128955ab5.m3u8
臺視新聞,https://epg.pw/stream/98e48c5938ee0a2241d29f1bbd28d3d2951b49e1da7a8e53a9b0b5d019bace70.m3u8
臺視新聞,https://epg.pw/stream/d21eebfdd87725c7d5f67fda47fc9880e81832b35d46835c2512a07ea75bea8c.m3u8
臺視新聞,https://epg.pw/stream/d740b6a810e3e32892106f7450cfc58483a71df29b0a44aba769a10519640d6e.m3u8
臺視新聞[geo-blocked],https://epg.pw/stream/5d39b647d12284f64a9311ee52ffc4a676f71d955c1b0acb888ba537d249dfe6.m3u8
臺視新聞,https://epg.pw/stream/bca3e05db30aaaad813409e022f9ba0819e214559423828fc344b73ac6fa2ede.m3u8
臺視新聞[geo-blocked],https://epg.pw/stream/8a73c103dcfd025f2ee19b38636f701ae3f5a2b4006e513e33c8867dff121aae.m3u8
臺視新聞[geo-blocked],https://epg.pw/stream/cb78e11e9439333f51c98f82b1b9bc894013c79b6eddfaff5eeee2fa013957eb.m3u8
臺視新聞[geo-blocked],https://epg.pw/stream/898dec601b0ee8f312992cd00a56c96d7f37f5151c00437c97822a019914f86f.m3u8
臺視新聞臺[geo-blocked],https://epg.pw/stream/c7226d5c99adb18fabcc5cd8e53b90d205d906807fb9f9ffe825bf51f4ab4b5f.ctv
臺視新聞臺[geo-blocked],https://epg.pw/stream/bfeac32c77a410bbb49b6b6265ab51fc4a9522e581b52b18e49670a69612ceab.m3u8
臺視新聞臺[geo-blocked],https://epg.pw/stream/e02d980a07eed9d757432e7dc9d87aa68183e835131a02a926741748de398506.m3u8
臺視新聞臺[geo-blocked],https://epg.pw/stream/f9d64cefbbe22e1e194151706fc1ad7d3799fa62b2a026579744ca92817d3405.m3u8
臺視新聞臺[geo-blocked],https://epg.pw/stream/2087adeec9188796d44089ebbc23193b761b43ff3ac7c8a4e78f4160b823e184.m3u8
華視新聞,https://epg.pw/stream/0236d5c8de4662fc24a5b8e62d3bfe4604456f3f5ba30b228d3b0e094712c21a.ctv
華視新聞資訊[geo-blocked],https://epg.pw/stream/e0dc7af24e6f8fcebf233d4a09505125ef4c8faade13f7ad354be5d8b5ea1db5.m3u8
華視新聞資訊[geo-blocked],https://epg.pw/stream/ec74f963a1dcebd7ef7e925d574eafa9e50da2674471cd7f30670f11d1c7a42b.m3u8
鏡新聞[geo-blocked],https://epg.pw/stream/db719e07a397da45310988c898768212bdafefc54efa7b8a3b749f60e0678d51.m3u8
鏡新聞[geo-blocked],https://epg.pw/stream/8ecf3522de4866821ba736c2b93ef203db20babcd73ab3619c3e55d79b1aefd0.m3u8
其它,#genre#
115新天地民俗臺[geo-blocked],https://epg.pw/stream/e025406025a6866850350af0c15e248e97eb22360ee3ed309081cffbe8f92451.m3u8
EYE TV旅遊[geo-blocked],https://epg.pw/stream/8c5dbe85c349cd7ab4d340f820b99b670fa899eff3dedb16feee6b91eed72e4d.m3u8
Food Network(TW),https://epg.pw/stream/be7d00ebb891204d35051bf7d388c7758091d7163ec8f8c5c978d0ef0adaef80.ctv
Food Network(TW),https://epg.pw/stream/fbdb831c5a422ca9861cebb06952efb77b961472b7c67513a1b7887fec8415fc.m3u8
Food Network(TW),https://epg.pw/stream/213bc1e3ed4fd27fd402616ac23ec7ce9aa2095f2e5680eb8bf9f40eae979301.ctv
Food Network(TW),https://epg.pw/stream/19ed460d6730081ab99f47e0356f23789515d02b01f1f0b2b10f8a4358c08c0d.ctv
Food Network(TW),https://epg.pw/stream/5bbd8e273aa6bb9d8ac06d7e43b7b88fc8640328d5f523ada371d761048e5482.m3u8
Food Network(TW),https://epg.pw/stream/5d8691ec5ab4dfae1cbaedcbec8e48119db7e460af67d9025d0475c4a3c2c31b.ctv
Food Network(TW),https://epg.pw/stream/33e316b0be5bcb393e2cbb563a26f0a3b96d2b4239ed588e846719b518dc3605.m3u8
Food Network(TW)[geo-blocked],https://epg.pw/stream/7b83c4383e5b817189070b82bb23bd4c2f45fafcd97cc41f2ef5bbcf944eb06e.ctv
Food Network(TW),https://epg.pw/stream/1347d1456163d21a5e74ffb3946f6fed3da3c2cb56ca3037298819aa96d0c18b.ctv
Food Network(TW),https://epg.pw/stream/63949c7a9f8aa682264c908b632a433399aca82f0a70f4bab85d479609802486.ctv
MOMO購物1臺[geo-blocked],https://epg.pw/stream/222908836e307a3da56f718e320c3025bbbb1c8ea0e0d79ea43216123467251d.m3u8
MOMO購物2臺[geo-blocked],https://epg.pw/stream/65d2ca36d704277bed2c6fb5ce055e381c199f6502c45f79997aaf9cc64920f3.m3u8
PET CLUB TV[geo-blocked],https://epg.pw/stream/53a3339ee068c351dde7ca3ec1c27cd0e93ffd75f6e22081a41bbf59c27ce7f1.m3u8
PET CLUB TV[geo-blocked],https://epg.pw/stream/537aa5c374dfb01a18a209b6f5f696ba84aa7e2f99637ee4067b2289c86c302c.m3u8
Z[geo-blocked],https://epg.pw/stream/aaf1bb3b533b6a8e180d67143b6873d3faa2de470db0521f7480c0e51394e9df.m3u8
亞洲旅遊臺[geo-blocked],https://epg.pw/stream/fab79f39e4419484fd46b2c361bc05c3dd31a689834f9f780fbf3bdb08574c41.m3u8
亞洲旅遊臺[geo-blocked],https://epg.pw/stream/d9d4870947822ee7f12a7d1518d61ff73f3d26bcc5672ea016bea1438444e89c.m3u8
亞洲旅遊臺[geo-blocked],https://epg.pw/stream/27b7c5b3c77fcc6e9e81bd8c7bd2788f735ab37bc20eee6a740b1fb7815b8802.m3u8
亞洲旅遊臺[geo-blocked],https://epg.pw/stream/f6caeaf96b1804e1b7d0d5b1a723b2176eded582186174bcc98f591a8478ac6f.m3u8
亞洲旅遊臺[geo-blocked],https://epg.pw/stream/c92122948f2b137fffa35114ca5ec0a10e3f4dfb916b48e0c56cb31f2927485c.m3u8
亞洲旅遊臺[geo-blocked],https://epg.pw/stream/d4115c822baa45ef8c4c575a9d225a4ee716b027373f949d0828dd0db24ce40e.m3u8
亞洲旅遊臺[geo-blocked],https://epg.pw/stream/e6634ec55d29f53968cedd7bbc5dd012ecf9709314b1b5151c7ca8e9eb179ecd.m3u8
亞洲旅遊臺[geo-blocked],https://epg.pw/stream/9e601920390a2883511285e94d42ac74d3f81d6b443714e8209727521ac0a3c3.m3u8
人間衛視[geo-blocked],https://epg.pw/stream/d17034c45f60396f21aaf66982e027c6cf62edc343cd19c478080adb488bd672.m3u8
人間衛視[geo-blocked],https://epg.pw/stream/ee69b65a0a7903a6b8cd61cfe6afdc8e88dcb684e1a9da04cd1b86a8caa1fcf0.ctv
人間衛視[geo-blocked],https://epg.pw/stream/9d2b43fa50059ad836d2ce14dd4627c78e9c6c43c4260a8817d84309fc7fa562.m3u8
