台湾,#genre#
TV2,mitv://generationnexxxt.com:19806/a932b8b3484c4126954b799b8346422e.ts
TV3,mitv://generationnexxxt.com:19806/468e643a3ec34d139b83f691f5571655.ts
NTV7,mitv://generationnexxxt.com:19806/85ad24391c6045e2aa60fff6271db53c.ts
八度空间,mitv://generationnexxxt.com:19806/5ed75671b2a040ee8df135209f74ec5a.ts
TV9,mitv://generationnexxxt.com:19806/69040523973b44f2893d07a0f702d604.ts
Astro Oasis HD,mitv://generationnexxxt.com:19806/10be3305747747f58710e4d80b1dec47.ts
Astro Warna HD,mitv://generationnexxxt.com:19806/7a9cba7b296849fda48254d544626baf.ts
Astro Citra HD,mitv://generationnexxxt.com:19806/2b3a16935c854dae9adfa591e1ee8c7f.ts
Al-Hijrah,mitv://generationnexxxt.com:19806/0f21aca0c15f4098b1a41dddc6c5ad8b.ts
SUN TV,mitv://generationnexxxt.com:19806/3965050cdd024ece995563ff7ecb8b0b.ts
爱奇艺,mitv://generationnexxxt.com:19806/206defdef43a42fb8ee50238e76ac32c.ts
Astro小太阳,mitv://generationnexxxt.com:19806/783861d0aade442c87f4e0dafaf6eb2a.ts
Astro AEC(备),mitv://generationnexxxt.com:19806/c2d63292987547978c50a2bf2b2f9dc7.ts
Astro双星,mitv://generationnexxxt.com:19806/013a1d56a616457492220b460d7f3b06.ts
Astro全佳,mitv://generationnexxxt.com:19806/ab5ed8a042624947ac6c011ffe041143.ts
天映频道,mitv://generationnexxxt.com:19806/92386b47be6544dca5c536204bddc813.ts
翡翠台(华丽台),mitv://generationnexxxt.com:19806/273abed884a24011a410ddb0ea81cb1a.ts
Astro AOD HD 311,mitv://generationnexxxt.com:19806/8efee211ca7247078c8ab2db528bb701.ts
中天亚洲台,mitv://generationnexxxt.com:19806/362649bea34241588b42dd964bdfb100.ts
TVB星河(粤),mitv://generationnexxxt.com:19806/18d7387cc825496db789bbfa731a5707.ts
天映经典,mitv://generationnexxxt.com:19806/0229760baf0a441bba169ee12d860fb7.ts
Astro欢喜台,mitv://generationnexxxt.com:19806/2988f7d8c6d547118cab3b3495d38ced.ts
KBS World,mitv://generationnexxxt.com:19806/26152f8d16224d09bca6368ae2db3e36.ts
ONE,mitv://generationnexxxt.com:19806/952368f8f4cf42339c651edcb6267585.ts
Colors Hindi,mitv://generationnexxxt.com:19806/2a976a37b59f41cd825b33c77b2d6bfe.ts
TVS,mitv://generationnexxxt.com:19806/ff4e8804209b44a99446a5ee00da6d60.ts
tvN Movies HD,mitv://generationnexxxt.com:19806/0c39816f6b864d57a8a7c9c956e31952.ts
Astro Awani,mitv://generationnexxxt.com:19806/975e906650de41bcbafead57cbf0d880.ts
CGTN,mitv://generationnexxxt.com:19806/b1f0e7e90e654f63a369f11b54428643.ts
BBC World News,mitv://generationnexxxt.com:19806/4500941de27f434cae09553a1f0ed4d1.ts
Al Jazeera English,mitv://generationnexxxt.com:19806/03bc1638cc9f4efe9dde7bf6a456bb5b.ts
CNBC,mitv://generationnexxxt.com:19806/8603e70bd41c4e4a9368407a8a4debdd.ts
Bloomberg TV,mitv://generationnexxxt.com:19806/fbf63c9e85084cf98b7e39d2cd178608.ts
Astro Ceria,mitv://generationnexxxt.com:19806/91018054446042e183ac5f3bdc296f7c.ts
Cartoon Network,mitv://generationnexxxt.com:19806/41375bcbd5094f538f132d3ebb9b2ea6.ts
Nickelodeon,mitv://generationnexxxt.com:19806/f2783df879aa424b9402999698bcd55f.ts
Nick Jr.,mitv://generationnexxxt.com:19806/05c5813e22bf4475b416ec1b35280aa3.ts
Boomerang,mitv://generationnexxxt.com:19806/317cf636b2d448d0867cc1f976064d8a.ts
AXN亚洲,mitv://generationnexxxt.com:19806/8add116b0e7d408f89cdf74897f02aef.ts
KIX,mitv://generationnexxxt.com:19806/04533ea3664e43579573b50db8988450.ts
HITS,mitv://generationnexxxt.com:19806/be8e6fe7ffd343edb7bec5d01de30204.ts
Astro Arena,mitv://generationnexxxt.com:19806/8be35ecb77f54e479652bf42d737f3db.ts
Astro SuperSport,mitv://generationnexxxt.com:19806/f6fc53b0b0fe47ff9bf6d40eec7705f0.ts
Astro SuperSport 2,mitv://generationnexxxt.com:19806/584adade1c8d4db0b2823cd15b3fd0e9.ts
Astro SuperSport 3,mitv://generationnexxxt.com:19806/0ae4bbc8b3e34a75b728ebddd2bbad42.ts
Astro SuperSport 4,mitv://generationnexxxt.com:19806/80de42b5188745979efecd3007daeaa8.ts
beIN Sports 3,mitv://generationnexxxt.com:19806/ade2ee776a684bbca72d37b951bf0d61.ts
WWE,mitv://generationnexxxt.com:19806/157d295b0933470ab2c880d58a7f14ce.ts
Sky News,mitv://generationnexxxt.com:19806/ddc4e102601e4fcfa5432722538cf052.ts
八度空间(备),mitv://generationnexxxt.com:19806/29cfea797cb74df1a9cb0cc59238a95c.ts
Nat Geo Wild,mitv://generationnexxxt.com:19806/789748eb75bb4c3b9522742df4eaee1b.ts
tvN,mitv://generationnexxxt.com:19806/0a5ae3fce9314efba3240158ae4bc485.ts
Drama Sangat,mitv://generationnexxxt.com:19806/fb01d76e86f44cc383851203c964b56d.ts
Berita RTM,mitv://generationnexxxt.com:19806/0425a3d913b04d29a63d5b21dd07ae65.ts
DW,mitv://generationnexxxt.com:19806/da713062bd9d419a913b6e9b1aef8fb6.ts
France24,mitv://generationnexxxt.com:19806/36154fded93f445f863db448232fffa4.ts
SPOTV,mitv://generationnexxxt.com:19806/c028696060a84386bcd49c9e012904d7.ts
beIN Sports,mitv://generationnexxxt.com:19806/46375137a35944a38e828ec083096cd9.ts
TVB娱乐新闻台,mitv://generationnexxxt.com:19806/8378c6ce158144038e684ac97d498273.ts
Astro AEC,mitv://generationnexxxt.com:19806/22641247176547d19a7d7cbb602de7f8.ts
Awesome TV,mitv://generationnexxxt.com:19806/55af036e3c7047cfaea0945f744c3887.ts
Colors Tamil,mitv://generationnexxxt.com:19806/25b451517624493a97f6a96e6a035002.ts
BOO,mitv://generationnexxxt.com:19806/d01f4e4805c743ea82f6623c4859e3c9.ts
TVB经典台,mitv://generationnexxxt.com:19806/d63e2f53bfab45a5ab38e79430862268.ts
ABC Australia,mitv://generationnexxxt.com:19806/84b326c4dc92459abf1f6e0007c8680a.ts
Eurosport HD,mitv://generationnexxxt.com:19806/aa9706fa55c84772a56fd959f7abdd45.ts
Astro SuperSport 5,mitv://generationnexxxt.com:19806/09638fd935964473a20e9260baf2a756.ts
Star Vijay,mitv://generationnexxxt.com:19806/7db9b7f4c8da4e389ede543f1365ea30.ts
Zee Tamil,mitv://generationnexxxt.com:19806/04dc8d8f3b2c43c296c0063b0abff6a5.ts
TVBS亚洲,mitv://generationnexxxt.com:19806/7389e1ced8184a84aa22aeec29be6f85.ts
Astro AOD 352,mitv://generationnexxxt.com:19806/44f1c9066e6c49578f1f23e8d6b157f0.ts
Astro AOD 354,mitv://generationnexxxt.com:19806/8ccb8c35ce9f425ebcd93bc3839c8b0e.ts
Astro Tutor TV SK,mitv://generationnexxxt.com:19806/9e3a1cdae41e4336be38d2cf55b11e8d.ts
Astro Tutor TV SPM,mitv://generationnexxxt.com:19806/2e9fecb7adec4c9fa49b5c939087983c.ts
TA-DAA!,mitv://generationnexxxt.com:19806/3389d62b2e274f3386c6e0fafca66092.ts
eGG Network,mitv://generationnexxxt.com:19806/afc9e147576d41eda59da886563a3d1c.ts
HITS Movies,mitv://generationnexxxt.com:19806/9e0e356e598d4116a9d0f3144516bdfa.ts
SHOWCASE MOVIES,mitv://generationnexxxt.com:19806/beabba149e874fc8a5af2b656d596816.ts
beIN Sports 2,mitv://generationnexxxt.com:19806/1aa64e5459b04b32a0618b7226e0a3c0.ts
Golf Channel,mitv://generationnexxxt.com:19806/69981dfb0eb64aea9b1216f81dd80909.ts
新加坡,#genre#
天映频道,mitv://generationnexxxt.com:19806/92386b47be6544dca5c536204bddc813.ts
中天亚洲台,mitv://generationnexxxt.com:19806/362649bea34241588b42dd964bdfb100.ts
TVB星河(粤),mitv://generationnexxxt.com:19806/18d7387cc825496db789bbfa731a5707.ts
天映经典,mitv://generationnexxxt.com:19806/0229760baf0a441bba169ee12d860fb7.ts
KBS World,mitv://generationnexxxt.com:19806/26152f8d16224d09bca6368ae2db3e36.ts
ONE,mitv://generationnexxxt.com:19806/952368f8f4cf42339c651edcb6267585.ts
Colors Hindi,mitv://generationnexxxt.com:19806/2a976a37b59f41cd825b33c77b2d6bfe.ts
CGTN,mitv://generationnexxxt.com:19806/b1f0e7e90e654f63a369f11b54428643.ts
BBC World News,mitv://generationnexxxt.com:19806/4500941de27f434cae09553a1f0ed4d1.ts
CNBC,mitv://generationnexxxt.com:19806/8603e70bd41c4e4a9368407a8a4debdd.ts
Bloomberg TV,mitv://generationnexxxt.com:19806/fbf63c9e85084cf98b7e39d2cd178608.ts
Cartoon Network,mitv://generationnexxxt.com:19806/41375bcbd5094f538f132d3ebb9b2ea6.ts
Nickelodeon,mitv://generationnexxxt.com:19806/f2783df879aa424b9402999698bcd55f.ts
Nick Jr.,mitv://generationnexxxt.com:19806/05c5813e22bf4475b416ec1b35280aa3.ts
Boomerang,mitv://generationnexxxt.com:19806/317cf636b2d448d0867cc1f976064d8a.ts
AXN亚洲,mitv://generationnexxxt.com:19806/8add116b0e7d408f89cdf74897f02aef.ts
HITS,mitv://generationnexxxt.com:19806/be8e6fe7ffd343edb7bec5d01de30204.ts
beIN Sports 3,mitv://generationnexxxt.com:19806/ade2ee776a684bbca72d37b951bf0d61.ts
Mediacorp 5,mitv://generationnexxxt.com:19806/b0798f0bb62f440a92ee49d38967b6d1.ts
Mediacorp 8,mitv://generationnexxxt.com:19806/847cb3132dbe4d2897e276a271c04ec7.ts
Suria,mitv://generationnexxxt.com:19806/0f5728d5794a47dfba667f8c528c006e.ts
Vasantham,mitv://generationnexxxt.com:19806/2e41fd0e25664a4cb5e6debd59ea5d27.ts
CNA,mitv://generationnexxxt.com:19806/7d55ade47df54e3497f9e0fce031943b.ts
Mediacorp U,mitv://generationnexxxt.com:19806/c0adca0b6eff436090ff94baf3238705.ts
Nat Geo Wild,mitv://generationnexxxt.com:19806/789748eb75bb4c3b9522742df4eaee1b.ts
Arirang,mitv://generationnexxxt.com:19806/32ae4206a8494015ba3ca31d76c34a4e.ts
Euronews,mitv://generationnexxxt.com:19806/3169ef1a720442cd91af30a39cc13822.ts
Fight Sports,mitv://generationnexxxt.com:19806/78bd0cc13a8840fcb8af0440258a8357.ts
GEM,mitv://generationnexxxt.com:19806/3f6fedbbb9a24f55bb349e7c75d109c4.ts
Fox News,mitv://generationnexxxt.com:19806/bc919a2d3c4f4a7a9633ded99e69d801.ts
beIN Sports,mitv://generationnexxxt.com:19806/46375137a35944a38e828ec083096cd9.ts
HGTV居家乐活频道,mitv://generationnexxxt.com:19806/61c2aee42c734f499d74af79bb820207.ts
TV5Monde,mitv://generationnexxxt.com:19806/2734d86c3cba4b42b372f394138fe160.ts
东森亚洲卫视,mitv://generationnexxxt.com:19806/4314e2707d7141b78dd0fde4fbf5eae1.ts
Thrill,mitv://generationnexxxt.com:19806/20093cc9ef3e4571ae35a29f08682471.ts
Hub Premier 1,mitv://generationnexxxt.com:19806/4b83405f738042d084055fee7295f311.ts
Hub都会台,mitv://generationnexxxt.com:19806/feb243790576418ea12aa65f7421bb12.ts
TVBS亚洲,mitv://generationnexxxt.com:19806/7389e1ced8184a84aa22aeec29be6f85.ts
Hub娱家,mitv://generationnexxxt.com:19806/4488ebccc495473986b193dab33b7527.ts
NBA,mitv://generationnexxxt.com:19806/65f8f2a53b6342ffb4b8d2a8542bc623.ts
beIN Sports 2,mitv://generationnexxxt.com:19806/1aa64e5459b04b32a0618b7226e0a3c0.ts
Hub Sports 1,mitv://generationnexxxt.com:19806/5b7034df7dcd4ccabcb0137f0991a274.ts
Hub Sports 2,mitv://generationnexxxt.com:19806/2d881919b62242f4930fda32837eb7df.ts
Hub Sports 3,mitv://generationnexxxt.com:19806/6101d0aff0654f73812cb15c57df9f59.ts
Hub Sports 4,mitv://generationnexxxt.com:19806/6324a78a0d4549fc859b68804438bbe6.ts
Hub Sports 5,mitv://generationnexxxt.com:19806/58395e1ea80a40069a5e30c9917d1a97.ts
Hub Premier 2,mitv://generationnexxxt.com:19806/a52cc083e7324b2dbd8090feecc66033.ts
Hub Premier 3,mitv://generationnexxxt.com:19806/758cc0162ca14f8fa7c343d94a60bbaa.ts
Hub Premier 4,mitv://generationnexxxt.com:19806/63c113c5000c33e60c09bddc378b7580 .ts
Hub Premier 5,mitv://generationnexxxt.com:19806/8e3b8175500b492484df4112711ca978.ts
日本,#genre#
NHK-G综合,mitv://generationnexxxt.com:19806/b5bda0c5078d430c942c13681802be15.ts
NHK-E教育,mitv://generationnexxxt.com:19806/58fb2dd485204529b771b2d8acae096e.ts
日本テレビ,mitv://generationnexxxt.com:19806/6ad6d0d970294894b751bb9be6714fb1.ts
TBSテレビ,mitv://generationnexxxt.com:19806/209a9b54c5064c2fbbd0b9836a28ad6e.ts
テレビ东京,mitv://generationnexxxt.com:19806/51bbd32c263f406d85a05cacd01f062f.ts
フジテレビ,mitv://generationnexxxt.com:19806/17331df7df384a93840003f270f99b43.ts
読売テレビ,mitv://generationnexxxt.com:19806/df1027136d3b4ccb8399435896f10c77.ts
関西テレビ,mitv://generationnexxxt.com:19806/4e41469b0a4848bdbcc0a670412f0df2.ts
KBS京都,mitv://generationnexxxt.com:19806/fb929986f9004ade9ae0d010eb7c0d46.ts
毎日放送,mitv://generationnexxxt.com:19806/643479c21af04293ad48ccf48ea9eee1.ts
朝日放送,mitv://generationnexxxt.com:19806/ef7250cb2aa5496d91d45ad06f2fb1d5.ts
テレビ大阪,mitv://generationnexxxt.com:19806/a56ecb4b782d452286964d9a863b17e5.ts
テレビ朝日,mitv://generationnexxxt.com:19806/4a60e75cead54877bc7d0e2f3afc1727.ts
BS-1,mitv://generationnexxxt.com:19806/dc55be8e1f7649ac9ff0b762c56846aa.ts
BS钓りビジョン,mitv://generationnexxxt.com:19806/65cc4b331feb43ec975cd6626743d2fc.ts
BS日テレ,mitv://generationnexxxt.com:19806/ec48c7c85632469cae7b000167942622.ts
BS朝日,mitv://generationnexxxt.com:19806/23b79683a7b74c6baf1f643bbb782123.ts
BS-TBS,mitv://generationnexxxt.com:19806/19cee2f930cf46c88ee80eda11c9bb7b.ts
BS11,mitv://generationnexxxt.com:19806/0f1b7b82d6574192a644f43e101c5e29.ts
BSフジ,mitv://generationnexxxt.com:19806/302d55abd58f4f8fb79146cf6d177c13.ts
WOWOWプライム,mitv://generationnexxxt.com:19806/5c2d5bb35c284c6bbee94fb0568fd4ae.ts
WOWOWライブ,mitv://generationnexxxt.com:19806/7cc73c16476a40e4b4b10e9172b9ff9f.ts
WOWOWシネマ,mitv://generationnexxxt.com:19806/50a55d71db5b41ba8dfbf1e49fafd739.ts
スター・チャンネル1,mitv://generationnexxxt.com:19806/31599351174a4ef9ab8309f567c38e38.ts
スター・チャンネル2,mitv://generationnexxxt.com:19806/f3da7df8f3f14bbe96ba4b931f2b48aa.ts
スター・チャンネル3,mitv://generationnexxxt.com:19806/3d8b400d2dd44c2a9ff39add631ba83d.ts
BSアニマックス,mitv://generationnexxxt.com:19806/ec8934590f9f43a9977b4c615763f05d.ts
J Sports 1,mitv://generationnexxxt.com:19806/ec9e8e130dc8450f9ab54033ec0838cb.ts
J Sports 2,mitv://generationnexxxt.com:19806/61de10ba994a49ebaedf836962f9065a.ts
J Sports 3,mitv://generationnexxxt.com:19806/00003bb75b5044739df061845fc5ddce.ts
J Sports 4,mitv://generationnexxxt.com:19806/8b6d39de46c7464297947f368e623270.ts
BS12,mitv://generationnexxxt.com:19806/2b8209d5bdd44c2696d51bc158781e38.ts
ゴルフネットワークHD,mitv://generationnexxxt.com:19806/6d430a8f344b4f2abad882e9350aac5a.ts
时代剧専门チャンネル,mitv://generationnexxxt.com:19806/78ea3f42a8104730930a93ac5a5a869b.ts
Music Japan TV,mitv://generationnexxxt.com:19806/f898f0324e99499296ee859f4eb8d3ea.ts
キッズステーションHD,mitv://generationnexxxt.com:19806/80628310ccbf423b8b4a7eb4e1af2a05.ts
ディスカバリーチャンネル,mitv://generationnexxxt.com:19806/ab98b0888ba14ad68180456db43a48bd.ts
ナショナルジオグラフィック,mitv://generationnexxxt.com:19806/0e1814dec67c48adbfe97a6f9a0df2d8.ts
日テレNEWS 24,mitv://generationnexxxt.com:19806/01af57ffc3354d66a320ebb2edd87262.ts
旅チャンネル,mitv://generationnexxxt.com:19806/9d587c6310714b42bad0eba86ca501c4.ts
チャンネル银河,mitv://generationnexxxt.com:19806/708c0b0d85dd45acba478d21c0ace2f6.ts
韩国,#genre#
Arirang,mitv://generationnexxxt.com:19806/32ae4206a8494015ba3ca31d76c34a4e.ts
KBS1,mitv://generationnexxxt.com:19806/ffbb98a195ce4646b450482011ab1f39.ts
KBS2,mitv://generationnexxxt.com:19806/a60d87656be445cbbdd549af1bba1148.ts
KBS Drama,mitv://generationnexxxt.com:19806/b87ff391346d41adabdff2557eb1b468.ts
KBS Joy,mitv://generationnexxxt.com:19806/61eb591517014f02b627a6fa4479b45d.ts
SBS,mitv://generationnexxxt.com:19806/6751677afd4345bfac27cfff31713854.ts
SBS Biz,mitv://generationnexxxt.com:19806/01dbd835b88940cd91eb45190a71c1de.ts
JTBC,mitv://generationnexxxt.com:19806/132ccdb9253f4c4898e685a841b896ea.ts
EBS,mitv://generationnexxxt.com:19806/c74fd79cd39a4ce382c1fe22090ffb73.ts
YTN,mitv://generationnexxxt.com:19806/9a05e5a1bc4c4f8f871bc4246475360b.ts
Mnet,mitv://generationnexxxt.com:19806/4d5973be862e438f909863fcfc0a7e62.ts
tvN,mitv://generationnexxxt.com:19806/0a5ae3fce9314efba3240158ae4bc485.ts
OCN,mitv://generationnexxxt.com:19806/5fce44dd2efb4d72879eb4f033db50a7.ts
OCN Movies,mitv://generationnexxxt.com:19806/bf871edfcc0f476caa7d98d1b9b01cae.ts
TV Chosun,mitv://generationnexxxt.com:19806/113336cc563149d598fad5b95277a955.ts
MBC,mitv://generationnexxxt.com:19806/bf799ab550fc4a24805351d49d5b61a2.ts
MBN,mitv://generationnexxxt.com:19806/a2c12bef09204f61adf2b42e1c529bf6.ts
Tooniverse,mitv://generationnexxxt.com:19806/90c2674d219745d5b32cfc5053a01016.ts
SPOTV,mitv://generationnexxxt.com:19806/441089d1c6864877a82d8dbde582d645.ts
SPOTV 2,mitv://generationnexxxt.com:19806/d33cf3ddad0444cfaf5118ccc834c1e7.ts
JTBC GOLF,mitv://generationnexxxt.com:19806/02b7cdb589a64a05850e5eda673b041d.ts
印尼,#genre#
tvN Movies HD,mitv://generationnexxxt.com:19806/0c39816f6b864d57a8a7c9c956e31952.ts
Indosiar,mitv://generationnexxxt.com:19806/ed5c8b2ba43343848090d71a5b9c767b.ts
SCTV,mitv://generationnexxxt.com:19806/dd24ad22f980428780e1670ce82324f2.ts
RCTI,mitv://generationnexxxt.com:19806/5072885321ea4690a2db5d548eaaa52f.ts
泰国,#genre#
Channel 5,mitv://generationnexxxt.com:19806/1045ae1287b44480b9d6f511acb6a7b1.ts
NBT,mitv://generationnexxxt.com:19806/960f748e986045cea386b0c70e63b423.ts
TNN 16,mitv://generationnexxxt.com:19806/714715de5cfd4051a54105cc4ef30af6.ts
JKN 18,mitv://generationnexxxt.com:19806/0df418fddf7446a5869f69f1418415d6.ts
Voice TV,mitv://generationnexxxt.com:19806/08721ce1643b41fba96c063b57a1f8f3.ts
Nation TV,mitv://generationnexxxt.com:19806/7d87284193a64a7f9f518849c02d7441.ts
Workpoint TV,mitv://generationnexxxt.com:19806/68f16fa3c8b34dc89e2134261293b583.ts
true4U,mitv://generationnexxxt.com:19806/20a3f56a870340c49b40ce4a1bc5c5eb.ts
GMM 25,mitv://generationnexxxt.com:19806/f4228beab2744d07a67571c5e28f084e.ts
Channel 8,mitv://generationnexxxt.com:19806/119678a4b6e54d1bac8b215c21d5ad13.ts
Mono 29,mitv://generationnexxxt.com:19806/01a45cae5b314975b90bb3cfba296f17.ts
MCOT,mitv://generationnexxxt.com:19806/73b0a7b586af42f39db7fcdb646e89d8.ts
ONE,mitv://generationnexxxt.com:19806/46709f19c5a2466f9ae889037f66615a.ts
Thairath TV,mitv://generationnexxxt.com:19806/fac4fd9a35664af5aab7d56c45d3233c.ts
Channel 3,mitv://generationnexxxt.com:19806/e8cd7262c3bb49c8bb75662c3163f597.ts
Amarin TV,mitv://generationnexxxt.com:19806/939a7081305144509ddc2f35b05d61e6.ts
Channel 7,mitv://generationnexxxt.com:19806/4fd125eb5c9f4a95aa81eca2a8cec808.ts
PPTV,mitv://generationnexxxt.com:19806/5a975bc858f84e7eb8cf78286c3461d9.ts
Boomerang,mitv://generationnexxxt.com:19806/9bca576c3c2e4b5cb3fbb69a462588e1.ts
Thai Parliament TV,mitv://generationnexxxt.com:19806/00d7be2109344cf3a3cabc8f345c4408.ts
Thai PBS,mitv://generationnexxxt.com:19806/69da05f9164b4d4a9b7027539578b5ec.ts
News 1,mitv://generationnexxxt.com:19806/e78a0690ad344c95946fd8ad988de2e0.ts
Channel 4050,mitv://generationnexxxt.com:19806/33cd96332eef4ef0b781716e9ca4e2a6.ts
TVB Thai,mitv://generationnexxxt.com:19806/e9d8980dfdea4d059b62fe6dfd2de092.ts
Bluesky,mitv://generationnexxxt.com:19806/a4d121356b034c7f95ed7b55aee8b9bb.ts
Top News,mitv://generationnexxxt.com:19806/845fb3c3c97a44aeab8fb8d227636c7b.ts
北美,#genre#
CNN,mitv://generationnexxxt.com:19806/3745a94cbe904b9480d19a1b5dfc6275.ts
CNBC,mitv://generationnexxxt.com:19806/8603e70bd41c4e4a9368407a8a4debdd.ts
Bloomberg TV,mitv://generationnexxxt.com:19806/fbf63c9e85084cf98b7e39d2cd178608.ts
ESPN,mitv://generationnexxxt.com:19806/eb2c51ee510841a9b7845b6d13309e9c.ts
CBSN,mitv://generationnexxxt.com:19806/a90df52b92804807b6c08cdbbead4ce4.ts
Fox News,mitv://generationnexxxt.com:19806/bc919a2d3c4f4a7a9633ded99e69d801.ts
Food Network,mitv://generationnexxxt.com:19806/59775ab5a3ac40be8aaf5db50417b2c6.ts
NBA,mitv://generationnexxxt.com:19806/65f8f2a53b6342ffb4b8d2a8542bc623.ts
新时代1(西部),mitv://generationnexxxt.com:19806/b1ccf61be69c4586bcef99336ff297c6.ts
新时代2,mitv://generationnexxxt.com:19806/d3875eccaa1d4b07a633402fac5cb999.ts
新时代1(东部),mitv://generationnexxxt.com:19806/90cf0a71709d458bb17695dd32d569df.ts
城市电视,mitv://generationnexxxt.com:19806/4ed9cf9666d7430d94e6f4f8c26986f6.ts
Fox News,mitv://generationnexxxt.com:19806/0ca77bf69d4a4777a2e145f1158814a3.ts
BBC World News,mitv://generationnexxxt.com:19806/e47a7f3ef6714885a39d5eedebffd158.ts
CNN USA,mitv://generationnexxxt.com:19806/0bb7d854f1404400bfa64c6fd66403a5.ts
CBC News,mitv://generationnexxxt.com:19806/f4f2d24eb46f42c693d83e97290457e8.ts
MSNBC,mitv://generationnexxxt.com:19806/f41402a7080d4530bb718ca01c1e6f61.ts
CTV News,mitv://generationnexxxt.com:19806/be706e24ed1f4245876b3e0ddc697571.ts
Business News Network,mitv://generationnexxxt.com:19806/40cf9cc6515c4770979837c8974c112c.ts
CP24,mitv://generationnexxxt.com:19806/5efde580fc9e4f699ccaba83c1a97085.ts
The Weather Network,mitv://generationnexxxt.com:19806/feee91e7ee4541c3a24b385477b35378.ts
The Weather Channel,mitv://generationnexxxt.com:19806/bd27010686a04dd9bcd17fcedce18344.ts
KOMO 4 TV,mitv://generationnexxxt.com:19806/6412af0a00060f714ad0771640fa32d4.ts
新闻,#genre#
CNN,mitv://generationnexxxt.com:19806/3745a94cbe904b9480d19a1b5dfc6275.ts
无綫新闻台(备),mitv://generationnexxxt.com:19806/bd60966852d044a194e8136c596219fb.ts
无綫新闻台,mitv://generationnexxxt.com:19806/6430f5a1000e1577c1144b254d255b9d.ts
无綫财经·资讯台,mitv://generationnexxxt.com:19806/a730755fb80b4e5aa7923bdd52e88f22.ts
CGTN,mitv://generationnexxxt.com:19806/b1f0e7e90e654f63a369f11b54428643.ts
BBC World News,mitv://generationnexxxt.com:19806/4500941de27f434cae09553a1f0ed4d1.ts
Al Jazeera English,mitv://generationnexxxt.com:19806/03bc1638cc9f4efe9dde7bf6a456bb5b.ts
CNBC,mitv://generationnexxxt.com:19806/8603e70bd41c4e4a9368407a8a4debdd.ts
Bloomberg TV,mitv://generationnexxxt.com:19806/fbf63c9e85084cf98b7e39d2cd178608.ts
CNA,mitv://generationnexxxt.com:19806/7d55ade47df54e3497f9e0fce031943b.ts
壹电视新闻台,mitv://generationnexxxt.com:19806/976f5a23754b496db9785a3645fd0e02.ts
年代新闻,mitv://generationnexxxt.com:19806/5f800389d3cf48309a273de89e00edaa.ts
now新闻台,mitv://generationnexxxt.com:19806/422a5adf1ee24ca49327e0ef45efd5a8.ts
东森新闻台,mitv://generationnexxxt.com:19806/c7b9f50770844e7e9e1b0edd27829d67.ts
中天新闻台,mitv://generationnexxxt.com:19806/0c692a018a96439491b15b7e38dfd5b1.ts
民视新闻台,mitv://generationnexxxt.com:19806/4746b2d132f2467c94a6fc4b25901886.ts
三立新闻台,mitv://generationnexxxt.com:19806/1ba14de53020403aad7bf79af2c68c4f.ts
TVBS新闻台,mitv://generationnexxxt.com:19806/7162cc2ef36d48bdaa7561cda08f0f96.ts
东森财经新闻台,mitv://generationnexxxt.com:19806/2033d2706ee24bf6af643fba3b52f957.ts
非凡新闻台,mitv://generationnexxxt.com:19806/1ba34a69ced34e48b8a51a9ef8111589.ts
TNN 16,mitv://generationnexxxt.com:19806/714715de5cfd4051a54105cc4ef30af6.ts
JKN 18,mitv://generationnexxxt.com:19806/0df418fddf7446a5869f69f1418415d6.ts
三立iNEWS,mitv://generationnexxxt.com:19806/80a22761fc1e4c6b8740440126551d0e.ts
Sky News,mitv://generationnexxxt.com:19806/ddc4e102601e4fcfa5432722538cf052.ts
DW,mitv://generationnexxxt.com:19806/da713062bd9d419a913b6e9b1aef8fb6.ts
Euronews,mitv://generationnexxxt.com:19806/3169ef1a720442cd91af30a39cc13822.ts
France24,mitv://generationnexxxt.com:19806/36154fded93f445f863db448232fffa4.ts
HKC新闻台,mitv://generationnexxxt.com:19806/38f9d5c8ce3d48a683ba8cfa9c1ff867.ts
非凡商业台,mitv://generationnexxxt.com:19806/ddb52105fa0846ed93abcd7aa27da8a0.ts
HKC财经资讯台,mitv://generationnexxxt.com:19806/2cc83cd67533439b8ba04a904d819b73.ts
国会频道1,mitv://generationnexxxt.com:19806/01f1581098344b519a29f02e2ce6a1b7.ts
国会频道2,mitv://generationnexxxt.com:19806/8cd7bd64bc154141920498469cac64a2.ts
CBSN,mitv://generationnexxxt.com:19806/a90df52b92804807b6c08cdbbead4ce4.ts
Fox News,mitv://generationnexxxt.com:19806/bc919a2d3c4f4a7a9633ded99e69d801.ts
中视新闻台,mitv://generationnexxxt.com:19806/b752f0eeba5e4e4783d89f99a7b64053.ts
寰宇新闻台,mitv://generationnexxxt.com:19806/64325bda000c51abc68b99602dbd6248.ts
华视新闻,mitv://generationnexxxt.com:19806/2eef3a29a07741bf81c9564ea7478fc0.ts
NHK新闻资讯台,mitv://generationnexxxt.com:19806/92867b4fe30b4dd491a01d448afc8062.ts
NDTV,mitv://generationnexxxt.com:19806/7b86d682dfcf4b51949751ec1cc0757a.ts
ABC Australia,mitv://generationnexxxt.com:19806/84b326c4dc92459abf1f6e0007c8680a.ts
台视新闻台,mitv://generationnexxxt.com:19806/ef8ee9e7a5f54528b1016a192376681e.ts
